,registration,milage,duration,fee,emission,consumption,horsepower,brand,model,gear,fuel
9901,12,7100.0,48.0,379.73,126.0,6.0,95.0,Skoda,Scala ŠKODA Ambition TSI,Manuelle Schaltung,Benzin
9902,66,45331.0,36.0,445.44,115.0,5.0,125.0,Volkswagen,Tiguan VW TSI,Manuelle Schaltung,Benzin
9903,40,58243.0,48.0,272.36,130.0,6.0,95.0,Seat,Ibiza Style TDI,Manuelle Schaltung,Diesel
9904,47,112946.0,48.0,363.22,124.0,5.0,150.0,Seat,Ateca FR 1.5 TSI ACT,Manuelle Schaltung,Benzin
9905,15,8478.0,48.0,459.96,120.0,5.0,110.0,Audi,A1 Sportback 30 TFSI intense,Automatik,Benzin
9906,11,3500.0,48.0,927.1,151.0,7.0,200.0,Volkswagen,Tiguan VW R-Line TDI 4MOTION DSG,Automatik,Diesel
9907,7,24000.0,48.0,733.42,151.0,7.0,150.0,Seat,Tarraco FR eHYBRID 245 DSG,Automatik,Hybrid
9908,8,9350.0,48.0,843.41,,,200.0,Skoda,Octavia ŠKODA Combi 4x4 RS TDI DSG,Automatik,Diesel
9909,6,15000.0,48.0,335.41,229.0,9.0,90.0,Seat,Leon SP Kombi Reference 1.0 TSI,Manuelle Schaltung,Benzin
9910,21,26900.0,48.0,436.88,152.0,6.0,110.0,Skoda,Kamiq ŠKODA Ambition TSI DSG,Automatik,Benzin
9911,6,3000.0,48.0,384.14,142.0,6.0,95.0,Audi,A1 Sportback 25 TFSI intense,Manuelle Schaltung,Benzin
9912,43,36800.0,48.0,652.69,121.0,5.0,190.0,Seat,Tarraco Xcellence 2.0 TSI DSG 4Drive,Automatik,Benzin
9913,4,9.0,48.0,385.09,140.0,6.0,95.0,Volkswagen,Polo VW R-Line TSI,Manuelle Schaltung,Benzin
9914,11,38000.0,48.0,511.87,127.0,6.0,150.0,Seat,Ateca FR 1.5 TSI ACT DSG,Automatik,Benzin
9915,4,5000.0,48.0,489.77,151.0,7.0,150.0,Seat,Ateca Style 1.5 TSI ACT DSG,Automatik,Benzin
9916,26,40000.0,48.0,763.66,151.0,7.0,300.0,Cupra,Ateca 2.0 TSI DSG 4Drive,Automatik,Benzin
9917,66,45331.0,36.0,445.44,151.0,7.0,125.0,Volkswagen,Tiguan VW TSI,Manuelle Schaltung,Benzin
9918,40,58243.0,48.0,272.36,151.0,7.0,95.0,Seat,Ibiza Style TDI,Manuelle Schaltung,Diesel
9919,47,112946.0,48.0,363.22,151.0,7.0,150.0,Seat,Ateca FR 1.5 TSI ACT,Manuelle Schaltung,Benzin
9920,12,20000.0,48.0,492.37,151.0,7.0,150.0,Cupra,Formentor Alpha 1.5 TSI ACT,Manuelle Schaltung,Benzin
9921,8,9350.0,48.0,843.41,151.0,7.0,200.0,Skoda,Octavia ŠKODA Combi 4x4 RS TDI DSG,Automatik,Diesel
9922,6,15000.0,48.0,335.41,146.0,7.0,90.0,Seat,Leon SP Kombi Reference 1.0 TSI,Manuelle Schaltung,Benzin
9923,21,26900.0,48.0,436.88,,,110.0,Skoda,Kamiq ŠKODA Ambition TSI DSG,Automatik,Benzin
9924,43,36800.0,48.0,652.69,151.0,7.0,190.0,Seat,Tarraco Xcellence 2.0 TSI DSG 4Drive,Automatik,Benzin
9925,4,9.0,48.0,385.09,132.0,5.0,95.0,Volkswagen,Polo VW R-Line TSI,Manuelle Schaltung,Benzin
9926,5,5417.0,48.0,421.02,116.0,5.0,95.0,Skoda,Kamiq ŠKODA MONTE CARLO TSI,Manuelle Schaltung,Benzin
9927,6,2421.0,48.0,401.88,125.0,5.0,110.0,Seat,Ibiza FR Austria 1.0 TSI DSG,Automatik,Benzin
9928,6,24000.0,48.0,298.58,147.0,7.0,90.0,Seat,Leon Reference 1.0 TSI,Manuelle Schaltung,Benzin
9929,7,15000.0,48.0,239.62,177.0,6.0,80.0,Seat,Ibiza Austria Edition,Manuelle Schaltung,Benzin
9930,4,1.0,48.0,309.11,348.0,15.0,80.0,Volkswagen,Polo VW,Manuelle Schaltung,Benzin
9931,34,73940.0,48.0,437.7,137.0,6.0,150.0,Volkswagen,Passat VW Variant Business TDI SCR DSG,Automatik,Diesel
9932,31,43620.0,48.0,604.6,122.0,5.0,204.0,Audi,A4 Limousine 40 TDI S line quattro,Automatik,Diesel
9933,35,39941.0,48.0,299.72,146.0,7.0,125.0,Ford,"Focus Traveller 1.0 ECO LED,Navi,WSS+SHZ",Manuelle Schaltung,Benzin
9934,0,15.0,48.0,423.18,154.0,7.0,120.0,Hyundai,"i30 CW 1,0 T-GDI GO Plus!",Manuelle Schaltung,Benzin
9935,3,25.0,48.0,904.15,117.0,5.0,150.0,Skoda,Kodiaq ŠKODA 4x4 SPORTLINE TDI DSG,Automatik,Diesel
9936,29,20020.0,48.0,374.9,135.0,6.0,125.0,Ford,"Puma 1,0 EcoBoost Hybrid ST-Line",Manuelle Schaltung,Benzin
9937,22,27500.0,48.0,592.66,123.0,5.0,220.0,BMW,X1 xDrive25e PHEV M-Paket,Automatik,Hybrid
9938,4,1.0,48.0,512.39,118.0,4.0,116.0,Skoda,Octavia ŠKODA Combi Style TDI,Manuelle Schaltung,Diesel
9939,8,48000.0,48.0,537.86,137.0,5.0,122.0,Volkswagen,Tiguan VW Life TDI,Manuelle Schaltung,Diesel
9940,8,2491.0,48.0,452.18,175.0,7.0,110.0,Opel,Crossland X Crossland 1.2 Turbo Business FLA LED S,Manuelle Schaltung,Benzin
9941,3,1.0,48.0,599.64,231.0,10.0,150.0,Seat,Ateca FR 1.5 TSI ACT DSG,Automatik,Benzin
9942,43,20356.0,48.0,321.31,157.0,7.0,95.0,Audi,A1 Sportback 25 TFSI advanced exterieur,Manuelle Schaltung,Benzin
9943,3,301.0,48.0,475.2,119.0,5.0,116.0,Audi,A3 Sportback 30 TDI intense,Manuelle Schaltung,Diesel
9944,5,9870.0,48.0,960.58,120.0,5.0,310.0,Cupra,Formentor VZ 2.0 TSI DSG 4Drive,Automatik,Benzin
9945,2,50.0,48.0,797.47,127.0,6.0,150.0,Skoda,Octavia ŠKODA Combi 4x4 SCOUT TDI DSG,Automatik,Diesel
9946,61,35246.0,36.0,639.04,157.0,6.0,190.0,Audi,A5 Coupe 2.0 TDI Sport,Automatik,Diesel
9947,3,1.0,48.0,514.3,158.0,6.0,110.0,Audi,A3 Sportback 30 TFSI intense,Automatik,Benzin
9948,3,1.0,48.0,576.74,115.0,5.0,110.0,Volkswagen,T-Roc VW Cabriolet Style TSI,Manuelle Schaltung,Benzin
9949,50,103693.0,48.0,379.44,239.0,11.0,150.0,Skoda,Octavia ŠKODA Combi Style TDI DSG,Automatik,Diesel
9950,3,1.0,48.0,330.97,132.0,5.0,95.0,Seat,Ibiza FR Austria 1.0 TSI,Manuelle Schaltung,Benzin
9951,47,42932.0,48.0,404.75,151.0,6.0,116.0,Volkswagen,T-Roc VW Design TDI,Manuelle Schaltung,Diesel
9952,8,4100.0,48.0,577.93,145.0,6.0,150.0,Seat,Ateca FR 1.5 TSI ACT DSG,Automatik,Benzin
9953,2,201.0,48.0,574.24,113.0,4.0,150.0,Skoda,Karoq ŠKODA Style TSI DSG ACT,Automatik,Benzin
9954,2,5000.0,48.0,767.81,147.0,6.0,245.0,Seat,Tarraco FR 2.0 TSI DSG 4Drive,Automatik,Benzin
9955,4,15000.0,48.0,491.72,133.0,5.0,110.0,Volkswagen,Golf VW Variant Life TSI,Manuelle Schaltung,Benzin
9956,4,15000.0,48.0,489.44,118.0,5.0,110.0,Volkswagen,Golf VW Variant Life TSI,Manuelle Schaltung,Benzin
9957,2,201.0,48.0,423.9,222.0,9.0,110.0,Seat,Arona FR Austria 1.0 TSI,Manuelle Schaltung,Benzin
9958,3,201.0,48.0,464.0,155.0,6.0,110.0,Seat,Arona FR Austria 1.0 TSI DSG,Automatik,Benzin
9959,63,77068.0,36.0,490.32,113.0,4.0,150.0,Volkswagen,Touran VW Comfortline TSI DSG,Automatik,Benzin
9960,4,5000.0,48.0,799.12,198.0,9.0,150.0,Seat,Tarraco FR eHYBRID 245 DSG,Automatik,Hybrid
9961,2,201.0,48.0,789.53,131.0,6.0,150.0,Cupra,Formentor VZ e-HYBRID DSG,Automatik,Hybrid
9962,6,5000.0,48.0,773.7,218.0,8.0,150.0,Seat,Tarraco FR eHYBRID 245 DSG,Automatik,Hybrid
9963,7,5000.0,48.0,741.72,104.0,4.0,150.0,Seat,Tarraco FR eHYBRID 245 DSG,Automatik,Hybrid
9964,3,1.0,48.0,390.67,132.0,6.0,95.0,Seat,Arona FR Austria 1.0 TSI,Manuelle Schaltung,Benzin
9965,6,15000.0,48.0,733.42,,,150.0,Seat,Tarraco FR eHYBRID 245 DSG,Automatik,Hybrid
9966,4,5000.0,48.0,815.1,142.0,6.0,150.0,Seat,Tarraco FR eHYBRID 245 DSG,Automatik,Hybrid
9967,2,1000.0,48.0,327.49,132.0,6.0,90.0,Seat,Leon Reference 1.0 TSI,Manuelle Schaltung,Benzin
9968,3,1.0,48.0,470.88,129.0,5.0,110.0,Seat,Arona FR Austria 1.0 TSI DSG,Automatik,Benzin
9969,8,48000.0,48.0,564.86,155.0,6.0,122.0,Volkswagen,Tiguan VW Life TDI,Manuelle Schaltung,Diesel
9970,8,48000.0,48.0,571.61,125.0,5.0,122.0,Volkswagen,Tiguan VW Life TDI,Manuelle Schaltung,Diesel
9971,4,15000.0,48.0,553.01,121.0,5.0,150.0,Seat,Ateca FR 1.5 TSI ACT DSG,Automatik,Benzin
9972,4,2000.0,48.0,565.93,39.0,2.0,150.0,Seat,Ateca FR 1.5 TSI ACT DSG,Automatik,Benzin
9973,68,97388.0,48.0,260.46,125.0,5.0,95.0,Opel,"Astra ST 1.6 CDTI Edition Navi,AGR Sitz,PDC",Manuelle Schaltung,Diesel
9974,6,20000.0,48.0,553.01,121.0,5.0,150.0,Seat,Ateca FR 1.5 TSI ACT DSG,Automatik,Benzin
9975,2,9.0,48.0,719.88,130.0,6.0,150.0,Skoda,Superb ŠKODA Combi Style TDI DSG,Automatik,Diesel
9976,10,30000.0,48.0,544.12,127.0,5.0,122.0,Volkswagen,Tiguan VW Life TDI,Manuelle Schaltung,Diesel
9977,6,16000.0,48.0,799.12,189.0,7.0,150.0,Seat,Tarraco FR eHYBRID 245 DSG,Automatik,Hybrid
9978,8,48000.0,48.0,571.61,42.0,2.0,122.0,Volkswagen,Tiguan VW Life TDI,Manuelle Schaltung,Diesel
9979,8,48000.0,48.0,554.74,132.0,6.0,122.0,Volkswagen,Tiguan VW Life TDI,Manuelle Schaltung,Diesel
9980,6,5000.0,48.0,749.71,127.0,5.0,150.0,Seat,Tarraco FR eHYBRID 245 DSG,Automatik,Hybrid
9981,44,110000.0,48.0,555.59,50.0,3.0,231.0,Audi,A5 SB 45 TDI quattro tiptronic,Automatik,Diesel
9982,58,53000.0,48.0,399.41,,,136.0,Kia,"Sportage 2,0 CRDI AWD Gold",Manuelle Schaltung,Diesel
9983,53,107586.0,48.0,471.38,127.0,5.0,150.0,Audi,A5 Sportback 2.0 TDI Sport,Automatik,Diesel
9984,2,301.0,48.0,424.43,50.0,3.0,95.0,Skoda,Kamiq ŠKODA MONTE CARLO TSI,Manuelle Schaltung,Benzin
9985,4,1.0,48.0,740.44,114.0,5.0,150.0,Seat,Ateca FR 2.0 TDI DSG 4Drive,Automatik,Diesel
9986,3,3000.0,48.0,365.48,134.0,5.0,92.0,Toyota,Yaris 1.5 VVT-i Hybrid GR Sport KlimaA KAM,Automatik,Benzin
9987,27,34150.0,48.0,494.26,207.0,9.0,150.0,Seat,Leon FR eHYBRID 150/204 DSG,Automatik,Hybrid
9988,32,74146.0,48.0,843.41,138.0,5.0,177.0,Seat,Alhambra FR TDI DSG 4Drive,Automatik,Diesel
9989,3,5000.0,48.0,801.53,123.0,5.0,245.0,Seat,Tarraco FR 2.0 TSI DSG 4Drive,Automatik,Benzin
9990,4,201.0,48.0,590.75,135.0,6.0,150.0,Seat,Tarraco Austria Edition 1.5 TSI ACT,Manuelle Schaltung,Benzin
9991,8,1.0,48.0,958.14,150.0,6.0,192.0,Mazda,CX-60 2.5L e-SKYACTIV PHEV AWD HOMURA CON/DRI/COM Aut.,Automatik,Hybrid
9992,35,53190.0,48.0,392.02,136.0,5.0,150.0,Ford,"Mondeo Traveller 2.0TDI Aut. LED,Navi,AHK,SHZ",Automatik,Benzin
9993,4,21356.0,48.0,674.7,115.0,5.0,163.0,Audi,A4 Avant 35 TDI,Automatik,Diesel
9994,36,55463.0,48.0,357.22,239.0,11.0,109.0,BMW,216 i Gran Tourer,Manuelle Schaltung,Benzin
9995,31,55061.0,48.0,396.08,158.0,6.0,131.0,Seat,Leon FR 1.5 TSI ACT,Manuelle Schaltung,Benzin
9996,3,1.0,48.0,548.42,207.0,9.0,116.0,Audi,A3 Sportback 30 TDI intense,Manuelle Schaltung,Diesel
9997,49,101655.0,48.0,353.5,124.0,5.0,150.0,Volkswagen,Passat VW Variant TDI SCR,Manuelle Schaltung,Diesel
9998,4,3500.0,48.0,668.69,135.0,4.0,150.0,Seat,Tarraco FR 1.5 TSI DSG,Automatik,Benzin
9999,4,30000.0,48.0,319.32,147.0,6.0,95.0,Seat,Arona FR Austria 1.0 TSI,Manuelle Schaltung,Benzin
10000,3,1.0,48.0,1331.9,135.0,4.0,265.0,Audi,Q5 50 TFSI e quattro S line,Automatik,Hybrid
10001,4,201.0,48.0,449.92,147.0,7.0,110.0,Seat,Ateca Austria Edition 1.0 TSI,Manuelle Schaltung,Benzin
10002,2,201.0,48.0,712.48,155.0,6.0,150.0,Audi,Q3 35 TFSI intense,Automatik,Benzin
10003,26,23650.0,48.0,674.7,124.0,5.0,200.0,Skoda,Superb ŠKODA Combi SPORTLINE TDI DSG,Automatik,Diesel
10004,29,28611.0,36.0,1003.0,156.0,6.0,150.0,Citroën,SpaceTourer BlueHDI 150 S&S 6-Gang XL Business,Manuelle Schaltung,Diesel
10005,9,15000.0,48.0,288.98,144.0,6.0,95.0,Seat,Arona Austria Edition 1.0 TSI,Manuelle Schaltung,Benzin
10006,4,10.0,48.0,405.41,154.0,7.0,110.0,Skoda,Kamiq ŠKODA Ambition TSI,Manuelle Schaltung,Benzin
10007,31,28500.0,48.0,668.04,137.0,6.0,170.0,BMW,i3 120 Ah *LED SCHEINW.*PDC*KOMFORTPAKET*,Automatik,Benzin
10008,4,1.0,48.0,742.96,152.0,6.0,150.0,Seat,Tarraco FR 1.5 TSI DSG,Automatik,Benzin
10009,2,10.0,48.0,415.36,142.0,5.0,110.0,Audi,A1 Sportback 30 TFSI intense,Manuelle Schaltung,Benzin
10010,10,20532.0,48.0,242.28,149.0,6.0,80.0,Seat,Ibiza Austria Edition,Manuelle Schaltung,Benzin
10011,3,1.0,48.0,689.83,132.0,6.0,150.0,Seat,Tarraco Style 1.5 TSI DSG,Automatik,Benzin
10012,3,201.0,48.0,1001.87,137.0,6.0,310.0,Cupra,Leon SP Kombi VZ 2.0 TSI DSG 4Drive 310,Automatik,Benzin
10013,45,85242.0,48.0,505.81,152.0,6.0,150.0,Seat,Tarraco Xcellence 2.0 TDI,Manuelle Schaltung,Diesel
10014,7,201.0,48.0,324.5,130.0,5.0,95.0,Seat,Ibiza FR Austria 1.0 TSI,Manuelle Schaltung,Benzin
10015,4,201.0,48.0,313.86,152.0,6.0,95.0,Seat,Arona Austria Edition 1.0 TSI,Manuelle Schaltung,Benzin
10016,4,30000.0,48.0,452.27,130.0,5.0,131.0,Seat,Leon SP Kombi FR 1.5 TSI ACT,Manuelle Schaltung,Benzin
10017,3,5000.0,48.0,612.07,150.0,6.0,150.0,Cupra,Formentor 1.5 TSI DSG ACT,Automatik,Benzin
10018,64,82490.0,36.0,407.58,128.0,6.0,116.0,Audi,A3 SB 1.6 TDI Sport,Manuelle Schaltung,Diesel
10019,3,2000.0,48.0,377.92,127.0,6.0,110.0,Seat,Ateca Reference 1.0 TSI,Manuelle Schaltung,Benzin
10020,4,201.0,48.0,366.35,125.0,5.0,95.0,Seat,Arona FR Austria 1.0 TSI,Manuelle Schaltung,Benzin
10021,8,20104.0,48.0,583.72,124.0,5.0,150.0,Seat,Ateca FR 1.5 TSI ACT DSG,Automatik,Benzin
10022,4,201.0,48.0,429.17,156.0,6.0,110.0,Seat,Arona FR Austria 1.0 TSI DSG,Automatik,Benzin
10023,3,1.0,48.0,673.55,144.0,6.0,150.0,Cupra,Formentor 1.5 TSI DSG ACT,Automatik,Benzin
10024,4,5000.0,48.0,359.35,154.0,7.0,90.0,Seat,Leon SP Kombi Reference 1.0 TSI,Manuelle Schaltung,Benzin
10025,70,120300.0,36.0,583.46,124.0,5.0,184.0,Volkswagen,Sharan VW Business TDI SCR 4MOTION DSG,Automatik,Diesel
10026,4,1045.0,48.0,596.28,156.0,6.0,150.0,Cupra,Formentor 1.5 TSI DSG ACT,Automatik,Benzin
10027,3,201.0,48.0,751.02,144.0,6.0,150.0,Seat,Tarraco FR 2.0 TDI DSG,Automatik,Diesel
10028,3,201.0,48.0,605.06,146.0,7.0,150.0,Seat,Ateca FR 1.5 TSI ACT DSG,Automatik,Benzin
10029,7,15000.0,48.0,331.69,154.0,7.0,90.0,Seat,Leon Reference 1.0 TSI,Manuelle Schaltung,Benzin
10030,3,1.0,48.0,613.07,115.0,4.0,150.0,Seat,Ateca FR 1.5 TSI ACT DSG,Automatik,Benzin
10031,7,15000.0,48.0,347.5,156.0,6.0,90.0,Seat,Leon Reference 1.0 TSI,Manuelle Schaltung,Benzin
10032,3,5000.0,48.0,813.64,141.0,5.0,245.0,Seat,Tarraco FR 2.0 TSI DSG 4Drive,Automatik,Benzin
10033,4,5000.0,48.0,359.35,170.0,7.0,90.0,Seat,Leon SP Kombi Reference 1.0 TSI,Manuelle Schaltung,Benzin
10034,3,201.0,48.0,348.5,130.0,6.0,95.0,Seat,Ibiza FR Austria 1.0 TSI,Manuelle Schaltung,Benzin
10035,3,5000.0,48.0,589.09,126.0,6.0,150.0,Cupra,Formentor 1.5 TSI DSG ACT,Automatik,Benzin
10036,4,1.0,48.0,770.41,124.0,6.0,150.0,Seat,Tarraco FR eHYBRID 245 DSG,Automatik,Hybrid
10037,4,5000.0,48.0,596.57,117.0,5.0,150.0,Cupra,Formentor 1.5 TSI DSG ACT,Automatik,Benzin
10038,4,5000.0,48.0,359.35,147.0,6.0,90.0,Seat,Leon SP Kombi Reference 1.0 TSI,Manuelle Schaltung,Benzin
10039,6,890.0,48.0,949.0,127.0,6.0,204.0,Volkswagen,T7 Multivan T7 Multivan Life,Automatik,Benzin
10040,5,14814.0,48.0,681.78,146.0,7.0,163.0,Audi,A4 Avant 35 TDI,Automatik,Diesel
10041,2,10.0,48.0,703.46,187.0,6.0,150.0,Audi,Q3 Sportback 35 TFSI,Automatik,Benzin
10042,4,201.0,48.0,833.04,123.0,5.0,245.0,Cupra,Formentor VZ 2.0 TSI DSG,Automatik,Benzin
10043,3,10.0,48.0,393.44,126.0,6.0,95.0,Volkswagen,T-Cross VW Life TSI,Manuelle Schaltung,Benzin
10044,4,1.0,48.0,416.38,153.0,7.0,110.0,Volkswagen,Taigo VW Style TSI,Manuelle Schaltung,Benzin
10045,15,20.0,36.0,383.65,154.0,6.0,131.0,DS Automobiles,DS 3 3 PureTech 130 S&S EAT8 Aut.,Automatik,Benzin
10046,4,1.0,48.0,379.26,123.0,6.0,95.0,Volkswagen,T-Cross VW Life TSI,Manuelle Schaltung,Benzin
10047,3,301.0,48.0,415.98,139.0,4.0,95.0,Volkswagen,T-Cross VW Life TSI,Manuelle Schaltung,Benzin
10048,3,1.0,48.0,540.59,123.0,5.0,116.0,Audi,A3 Sportback 30 TDI intense,Manuelle Schaltung,Diesel
10049,3,15000.0,48.0,617.96,117.0,5.0,150.0,Seat,Tarraco FR 1.5 TSI ACT,Manuelle Schaltung,Benzin
10050,4,1.0,48.0,316.86,126.0,6.0,80.0,Volkswagen,Polo VW,Manuelle Schaltung,Benzin
10051,4,1000.0,48.0,533.93,121.0,5.0,110.0,Seat,Ateca Austria Edition 1.0 TSI,Manuelle Schaltung,Benzin
10052,4,201.0,48.0,679.08,123.0,6.0,150.0,Cupra,Formentor 1.5 TSI DSG ACT,Automatik,Benzin
10053,3,15000.0,48.0,687.5,,,150.0,Seat,Tarraco FR 1.5 TSI ACT,Manuelle Schaltung,Benzin
10054,3,2000.0,48.0,696.68,175.0,7.0,150.0,Seat,Tarraco FR 1.5 TSI DSG,Automatik,Benzin
10055,55,63557.0,48.0,321.92,123.0,5.0,116.0,Volkswagen,T-Roc VW Design TSI OPF,Manuelle Schaltung,Benzin
10056,4,1.0,48.0,397.16,130.0,6.0,95.0,Volkswagen,Taigo VW Life TSI,Manuelle Schaltung,Benzin
10057,50,95000.0,48.0,400.1,134.0,6.0,150.0,BMW,318 d Touring,Manuelle Schaltung,Diesel
10058,35,46000.0,48.0,707.16,173.0,7.0,150.0,Audi,Q3 Sportback 35 TDI quattro,Automatik,Diesel
10059,4,201.0,48.0,379.66,193.0,7.0,95.0,Seat,Arona FR Austria 1.0 TSI,Manuelle Schaltung,Benzin
10060,62,57624.0,36.0,505.64,197.0,9.0,150.0,Skoda,Karoq ŠKODA 4x4 Style TDI SCR,Manuelle Schaltung,Diesel
10061,3,1.0,48.0,386.16,137.0,6.0,95.0,Seat,Ibiza FR Austria 1.0 TSI,Manuelle Schaltung,Benzin
10062,4,1.0,48.0,446.57,112.0,4.0,95.0,Audi,A1 allstreet 25 TFSI intense,Manuelle Schaltung,Benzin
10063,6,1.0,48.0,324.0,172.0,7.0,69.0,Fiat,500 (312) Cabrio,Manuelle Schaltung,Benzin
10064,4,1.0,48.0,523.42,131.0,6.0,110.0,Audi,A3 Sportback 30 TFSI intense,Automatik,Benzin
10065,12,19946.0,48.0,1197.72,173.0,7.0,265.0,Audi,Q5 Sportback 55 TFSI e quattro S line,Automatik,Hybrid
10066,3,1.0,48.0,641.46,39.0,2.0,150.0,Seat,Ateca FR 1.5 TSI ACT DSG,Automatik,Benzin
10067,12,19946.0,48.0,1197.72,150.0,6.0,265.0,Audi,Q5 Sportback 55 TFSI e quattro S line,Automatik,Hybrid
10068,3,1147.0,48.0,717.94,134.0,6.0,150.0,Volkswagen,Tiguan VW R-Line TDI DSG,Automatik,Diesel
10069,4,5000.0,48.0,521.39,166.0,9.0,150.0,Seat,Ateca FR 1.5 TSI ACT,Manuelle Schaltung,Benzin
10070,25,35000.0,36.0,673.98,124.0,6.0,116.0,Mercedes-Benz,GLA 180 GLA 180 d,Automatik,Diesel
10071,3,201.0,48.0,647.57,129.0,6.0,150.0,Skoda,Octavia ŠKODA Combi Style TDI DSG,Automatik,Diesel
10072,4,201.0,48.0,459.1,126.0,6.0,110.0,Seat,Ateca Austria Edition 1.0 TSI,Manuelle Schaltung,Benzin
10073,4,201.0,48.0,434.95,176.0,8.0,110.0,Seat,Ateca Austria Edition 1.0 TSI,Manuelle Schaltung,Benzin
10074,4,5000.0,48.0,529.28,123.0,5.0,150.0,Seat,Ateca FR 1.5 TSI ACT,Manuelle Schaltung,Benzin
10075,4,2000.0,48.0,512.82,168.0,9.0,150.0,Seat,Ateca FR 1.5 TSI ACT,Manuelle Schaltung,Benzin
10076,3,201.0,48.0,647.57,157.0,7.0,150.0,Skoda,Octavia ŠKODA Combi Style TDI DSG,Automatik,Diesel
10077,4,5000.0,48.0,546.96,,,150.0,Seat,Ateca FR 1.5 TSI ACT DSG,Automatik,Benzin
10078,4,5000.0,48.0,537.19,119.0,5.0,150.0,Seat,Ateca FR 1.5 TSI ACT,Manuelle Schaltung,Benzin
10079,11,13500.0,48.0,561.76,146.0,7.0,150.0,Cupra,Formentor Alpha 1.5 TSI ACT,Manuelle Schaltung,Benzin
10080,50,79000.0,48.0,597.26,175.0,7.0,194.0,Mercedes-Benz,C 220 d T C -Klasse T-Modell //AHK//,Automatik,Diesel
10081,31,122025.0,48.0,497.4,137.0,6.0,150.0,Ford,"Galaxy Titanium 7-Sitzer,LED,Leder,ACC,Navi,APP",Manuelle Schaltung,Benzin
10082,59,79046.0,48.0,522.85,155.0,6.0,190.0,Audi,A4 Avant 2.0 TDI quattro Sport,Automatik,Diesel
10083,22,23684.0,48.0,570.36,172.0,7.0,150.0,BMW,X2 xDrive18d,Automatik,Diesel
10084,64,188900.0,36.0,624.83,131.0,6.0,354.0,Audi,Q5 S quattro,Automatik,Benzin
10085,7,6000.0,48.0,508.74,184.0,8.0,150.0,Seat,Ateca FR 1.5 TSI ACT,Manuelle Schaltung,Benzin
10086,4,10.0,36.0,1538.53,154.0,7.0,193.0,Hyundai,"Santa Fe 5 Luxury Line 2,2 CRDi 4WD DCT s1dl0",Automatik,Diesel
10087,50,101100.0,48.0,758.56,126.0,6.0,190.0,BMW,520 d Touring G31*M-Paket*Leder*HeadUP*19Zoll*,Automatik,Benzin
10088,4,1000.0,48.0,274.61,119.0,5.0,60.0,Skoda,Fabia ŠKODA Combi Active SC,Manuelle Schaltung,Benzin
10089,74,75350.0,36.0,431.46,125.0,5.0,116.0,MINI,Cooper R50/R52/R56 D D,Manuelle Schaltung,Diesel
10090,4,201.0,48.0,382.74,176.0,7.0,110.0,Volkswagen,Taigo VW Life TSI DSG,Automatik,Benzin
10091,24,18135.0,48.0,385.52,131.0,6.0,131.0,Opel,Crossland X Crossland 1.2 Turbo Business Edition A,Automatik,Benzin
10092,9,1.0,36.0,417.0,129.0,6.0,131.0,Fiat,Tipo (357) Kombi,Manuelle Schaltung,Diesel
10093,11,30000.0,48.0,484.19,148.0,7.0,150.0,Cupra,Formentor Alpha 1.5 TSI ACT,Manuelle Schaltung,Benzin
10094,26,18000.0,36.0,1491.99,154.0,7.0,184.0,BMW,420 i,Automatik,Benzin
10095,58,109350.0,48.0,404.75,129.0,5.0,150.0,Skoda,Superb ŠKODA Combi Style TDI SCR DSG,Automatik,Diesel
10096,56,130727.0,48.0,349.04,26.0,1.0,136.0,Opel,"Insignia ST 1.6 CDTI OPC-Int.,LED,Navi,AGR,SHZ",Manuelle Schaltung,Diesel
10097,54,26053.0,48.0,244.71,175.0,7.0,82.0,Opel,"Crossland X 1.2 Edition Navi,Spurassistent",Manuelle Schaltung,Benzin
10098,41,109182.0,48.0,366.21,125.0,6.0,136.0,Opel,"Insignia ST 1.6CDTI LED,Leder,Navi,AHK-schwenkb",Automatik,Diesel
10099,31,30030.0,36.0,467.47,130.0,6.0,116.0,Hyundai,"i30 Kombi - PD i-Line Plus 1,6 CRDi c1kp3",Manuelle Schaltung,Diesel
10100,11,5452.0,36.0,650.82,123.0,5.0,120.0,Hyundai,"KONA Edition 30 plus 1,0 T-GDi 2WD 48V k2bx1",Manuelle Schaltung,Hybrid
10101,10,2725.0,48.0,266.52,131.0,6.0,60.0,Skoda,Fabia ŠKODA Combi Active SC,Manuelle Schaltung,Benzin
10102,3,2000.0,48.0,1222.74,120.0,5.0,204.0,Audi,Q5 40 TDI quattro S line,Automatik,Diesel
10103,18,11012.0,48.0,336.78,126.0,6.0,95.0,Seat,Arona Style 1.0 TSI,Manuelle Schaltung,Benzin
10104,57,120939.0,48.0,305.16,135.0,5.0,136.0,Opel,"Astra ST 1.6 CDTI Aut. LED,Navi,AHK,Standheiz.",Automatik,Diesel
10105,43,59911.0,48.0,489.11,109.0,4.0,190.0,Volkswagen,Passat VW Variant Elegance TDI SCR DSG,Automatik,Diesel
10106,4,10000.0,48.0,382.06,115.0,5.0,110.0,Skoda,Scala ŠKODA Sport TSI,Manuelle Schaltung,Benzin
10107,4,9.0,48.0,306.17,109.0,5.0,80.0,Volkswagen,Polo VW,Manuelle Schaltung,Benzin
10108,8,25000.0,48.0,640.1,139.0,5.0,150.0,Seat,Ateca FR 2.0 TDI DSG 4Drive,Automatik,Diesel
