,registration,milage,duration,fee,emission,consumption,horsepower,brand,model,gear,fuel
10109,4,15000.0,48.0,643.92,138.0,5.0,150.0,Seat,Ateca FR 2.0 TDI DSG 4Drive,Automatik,Diesel
10110,8,10.0,36.0,584.4,124.0,6.0,110.0,Citroën,C3 PureTech 110 S&S EAT6 Shine,Automatik,Benzin
10111,30,65714.0,48.0,624.08,99.0,4.0,150.0,Volkswagen,Passat VW Variant Elegance TDI DSG,Automatik,Diesel
10112,43,99980.0,48.0,739.49,120.0,5.0,286.0,Audi,A6 Avant 50 TDI quattro Design,Automatik,Diesel
10113,48,35500.0,48.0,486.28,135.0,5.0,184.0,Mazda,CX-5 CD184 AWD Revolution Aut.,Automatik,Diesel
10114,20,8000.0,48.0,543.88,105.0,5.0,150.0,Audi,A3 Sportback 35 TFSI,Manuelle Schaltung,Benzin
10115,25,79478.0,48.0,758.38,116.0,4.0,204.0,Audi,A6 Avant 40 TDI Sport,Automatik,Diesel
10116,4,500.0,48.0,319.46,135.0,5.0,95.0,Volkswagen,Polo VW TSI,Manuelle Schaltung,Benzin
10117,9,9189.0,48.0,1985.38,195.0,9.0,286.0,Volkswagen,Touareg VW R-Line TDI 4MOTION,Automatik,Diesel
10118,53,78992.0,48.0,841.88,144.0,6.0,286.0,Audi,A6 Avant 50 TDI quattro Sport,Automatik,Diesel
10119,4,5000.0,48.0,488.39,120.0,5.0,116.0,Volkswagen,Golf VW Variant Life TDI,Manuelle Schaltung,Diesel
10120,4,1.0,48.0,412.6,149.0,7.0,95.0,Volkswagen,T-Cross VW Life TSI,Manuelle Schaltung,Benzin
10121,4,11.0,48.0,376.63,124.0,6.0,95.0,Volkswagen,Taigo VW Life TSI,Manuelle Schaltung,Benzin
10122,74,80282.0,36.0,487.59,125.0,6.0,95.0,BMW,214 Gran Tourer 214 d Gran Tourer,Manuelle Schaltung,Diesel
10123,6,1.0,48.0,322.0,113.0,5.0,86.0,Fiat,Panda (319),Manuelle Schaltung,Benzin
10124,31,28419.0,48.0,408.28,134.0,6.0,109.0,BMW,216 i Gran Tourer,Manuelle Schaltung,Benzin
10125,6,1.0,48.0,322.0,140.0,6.0,86.0,Fiat,Panda (319),Manuelle Schaltung,Benzin
10126,4,5000.0,48.0,892.69,126.0,6.0,200.0,Volkswagen,Passat VW Variant Business TDI 4MOTION DSG,Automatik,Diesel
10127,4,5.0,48.0,305.33,122.0,5.0,80.0,Volkswagen,Polo VW,Manuelle Schaltung,Benzin
10128,13,0.0,48.0,561.42,135.0,6.0,110.0,Volkswagen,T-Roc VW Cabriolet Style TSI,Manuelle Schaltung,Benzin
10129,4,2138.0,48.0,749.71,127.0,6.0,150.0,Seat,Tarraco FR eHYBRID 245 DSG,Automatik,Hybrid
10130,21,8127.0,36.0,1050.01,140.0,6.0,150.0,BMW,X2 xDrive18d M-Paket,Manuelle Schaltung,Diesel
10131,11,10000.0,48.0,330.18,33.0,2.0,110.0,Skoda,Scala ŠKODA SC TSI,Manuelle Schaltung,Benzin
10132,16,15848.0,48.0,511.34,39.0,2.0,140.0,Nissan,Qashqai ACENTA 1.3 D,Manuelle Schaltung,Benzin
10133,13,0.0,48.0,561.42,42.0,2.0,110.0,Volkswagen,T-Roc VW Cabriolet Style TSI,Manuelle Schaltung,Benzin
10134,11,10000.0,48.0,330.18,42.0,2.0,110.0,Skoda,Scala ŠKODA SC TSI,Manuelle Schaltung,Benzin
10135,16,15848.0,48.0,511.34,125.0,6.0,140.0,Nissan,Qashqai ACENTA 1.3 D,Manuelle Schaltung,Benzin
10136,6,0.0,48.0,300.37,39.0,2.0,65.0,Skoda,Fabia ŠKODA Ambition,Manuelle Schaltung,Benzin
10137,4,25000.0,48.0,435.02,42.0,2.0,110.0,Skoda,Scala ŠKODA Sport TSI DSG,Automatik,Benzin
10138,4,5000.0,48.0,513.58,39.0,2.0,110.0,Volkswagen,Golf VW Variant Life TSI,Manuelle Schaltung,Benzin
10139,53,89190.0,48.0,521.93,132.0,6.0,150.0,BMW,X1 xDrive18d Sport Line Aut.,Automatik,Diesel
10140,19,39000.0,36.0,1817.05,125.0,6.0,326.0,BMW,X3 M40d 48V,Automatik,Diesel
10141,12,1000.0,48.0,387.98,140.0,6.0,95.0,Skoda,Kamiq ŠKODA Active TSI,Manuelle Schaltung,Benzin
10142,29,16180.0,48.0,2343.85,151.0,7.0,340.0,Audi,Q8 60 TFSI e quattro,Automatik,Hybrid
10143,10,15000.0,48.0,288.98,151.0,7.0,95.0,Seat,Arona Austria Edition 1.0 TSI,Manuelle Schaltung,Benzin
10144,12,9446.0,48.0,1349.41,154.0,7.0,286.0,Audi,A6 Avant 50 TDI quattro Sport,Automatik,Diesel
10145,4,2000.0,48.0,371.42,151.0,7.0,95.0,Skoda,Fabia ŠKODA Combi Clever TSI DSG,Automatik,Benzin
10146,4,201.0,48.0,287.58,195.0,9.0,65.0,Skoda,Fabia ŠKODA Ambition,Manuelle Schaltung,Benzin
10147,9,6000.0,48.0,477.01,154.0,7.0,131.0,Peugeot,308 ALLPK BHDI130 Allure Pack,Manuelle Schaltung,Benzin
10148,53,89190.0,48.0,521.93,96.0,4.0,150.0,BMW,X1 xDrive18d Sport Line Aut.,Automatik,Diesel
10149,32,9400.0,48.0,1562.51,151.0,7.0,340.0,Audi,A8 60 TFSI e quattro,Automatik,Hybrid
10150,4,1.0,48.0,415.75,42.0,2.0,110.0,Skoda,Fabia ŠKODA Monte Carlo TSI,Manuelle Schaltung,Benzin
10151,14,40000.0,48.0,289.12,133.0,5.0,90.0,Seat,Leon Reference 1.0 TSI,Manuelle Schaltung,Benzin
10152,10,7600.0,48.0,1544.76,42.0,2.0,400.0,Audi,A3 RS 3 Sportback,Automatik,Benzin
10153,8,1000.0,48.0,411.11,135.0,5.0,110.0,Skoda,Kamiq ŠKODA Active TSI,Manuelle Schaltung,Benzin
10154,4,201.0,48.0,484.72,180.0,8.0,150.0,Skoda,Fabia ŠKODA Monte Carlo TSI DSG,Automatik,Benzin
10155,17,24891.0,36.0,1064.04,137.0,5.0,150.0,BMW,X1 xDrive18d M-Paket,Automatik,Diesel
10156,43,112710.0,48.0,1180.85,348.0,15.0,349.0,Audi,A6 allroad quattro 55 TDI,Automatik,Diesel
10157,24,11491.0,48.0,609.83,139.0,5.0,150.0,Audi,A3 Sportback 35 TFSI S line exterieur,Manuelle Schaltung,Benzin
10158,4,1.0,48.0,790.25,118.0,5.0,150.0,Audi,Q3 Sportback 35 TDI,Automatik,Diesel
10159,62,52200.0,36.0,364.99,129.0,6.0,150.0,Seat,Arona FR TSI ACT,Manuelle Schaltung,Benzin
10160,62,52200.0,36.0,364.99,155.0,6.0,150.0,Seat,Arona FR TSI ACT,Manuelle Schaltung,Benzin
10161,21,13000.0,36.0,2455.47,129.0,6.0,510.0,BMW,X3 M Competition Individual,Automatik,Benzin
10162,21,44000.0,36.0,1375.06,98.0,5.0,190.0,BMW,520 d 48 V xDrive Luxury-Line,Automatik,Diesel
10163,8,1000.0,48.0,411.11,197.0,6.0,110.0,Skoda,Kamiq ŠKODA Active TSI,Manuelle Schaltung,Benzin
10164,39,56500.0,48.0,404.08,151.0,7.0,116.0,Skoda,Scala ŠKODA Style TDI DSG,Automatik,Diesel
10165,21,44000.0,36.0,1375.06,,,190.0,BMW,520 d 48 V xDrive Luxury-Line,Automatik,Diesel
10166,3,1.0,48.0,658.78,,,150.0,Cupra,Formentor Alpha Edition 1.5 TSI 150 ACT,Manuelle Schaltung,Benzin
10167,6,201.0,48.0,670.58,131.0,5.0,150.0,Skoda,Karoq ŠKODA 4x4 Style TDI DSG,Automatik,Diesel
10168,14,24000.0,48.0,312.86,137.0,5.0,95.0,Seat,Ibiza FR Austria 1.0 TSI,Manuelle Schaltung,Benzin
10169,74,103485.0,24.0,1359.26,128.0,6.0,354.0,Audi,A5 S5 Sportback quattro,Automatik,Benzin
10170,71,61482.0,36.0,521.21,138.0,6.0,190.0,Seat,Ateca Xcellence 2.0 TDI DSG 4Drive,Automatik,Diesel
10171,7,201.0,48.0,743.32,118.0,5.0,150.0,Skoda,Kodiaq ŠKODA Style TDI DSG,Automatik,Diesel
10172,45,18344.0,36.0,493.31,218.0,8.0,116.0,Skoda,"Karoq Soleil TDI DSG ,LED,Smartlink,SHZ.1.Bes.",Automatik,Diesel
10173,5,25.0,48.0,382.8,161.0,7.0,95.0,Skoda,Kamiq ŠKODA Ambition TSI,Manuelle Schaltung,Benzin
10174,4,15000.0,48.0,547.99,124.0,6.0,150.0,Cupra,Formentor 1.5 TSI DSG ACT,Automatik,Benzin
10175,13,14902.0,48.0,724.0,,,200.0,Volkswagen,Passat VW Variant Elegance TDI 4MOTION DSG,Automatik,Diesel
10176,9,1.0,48.0,493.54,150.0,7.0,110.0,Skoda,Scala ŠKODA Style TSI DSG,Automatik,Benzin
10177,11,5633.0,48.0,494.42,150.0,6.0,110.0,Skoda,Kamiq ŠKODA MONTE CARLO TSI DSG,Automatik,Benzin
10178,24,25000.0,48.0,606.88,123.0,5.0,163.0,Audi,A4 Avant 35 TDI,Automatik,Diesel
10179,9,1.0,48.0,607.2,178.0,7.0,150.0,Mazda,CX-5 CD150 Ambition,Manuelle Schaltung,Diesel
10180,4,5000.0,48.0,477.65,162.0,7.0,131.0,Seat,Leon FR 1.5 TSI ACT,Manuelle Schaltung,Benzin
10181,0,0.0,48.0,899.0,120.0,5.0,136.0,Volkswagen,T7 Multivan T7 Transporter Multivan (ST),Automatik,Benzin
10182,37,44043.0,48.0,433.09,156.0,7.0,136.0,Opel,"Insignia ST 1.6 CDTI Aut. LED,Navi,AGR,SHZ",Automatik,Diesel
10183,5,1.0,48.0,575.26,188.0,8.0,150.0,Audi,Q2 35 TFSI intense,Manuelle Schaltung,Benzin
10184,14,24000.0,48.0,312.86,156.0,5.0,95.0,Seat,Ibiza FR Austria 1.0 TSI,Manuelle Schaltung,Benzin
10185,14,29000.0,36.0,1133.02,144.0,6.0,170.0,BMW,220 i Active Tourer M-Paket,Automatik,Benzin
10186,9,6100.0,48.0,953.08,128.0,5.0,200.0,Skoda,Superb ŠKODA Combi SPORTLINE TDI DSG,Automatik,Diesel
10187,74,103485.0,24.0,1359.26,126.0,6.0,354.0,Audi,A5 S5 Sportback quattro,Automatik,Benzin
10188,7,201.0,48.0,743.32,131.0,6.0,150.0,Skoda,Kodiaq ŠKODA Style TDI DSG,Automatik,Diesel
10189,14,1.0,48.0,495.35,123.0,5.0,110.0,Audi,Q2 30 TFSI intense,Manuelle Schaltung,Benzin
10190,41,98368.0,48.0,538.74,130.0,6.0,150.0,Audi,Q3 35 TDI quattro advanced exterieur,Manuelle Schaltung,Diesel
10191,14,25000.0,36.0,1166.93,155.0,7.0,204.0,BMW,223i Active Tourer 223 i Active Tourer Luxury-Line,Automatik,Benzin
10192,22,26500.0,36.0,1817.05,109.0,4.0,326.0,BMW,X3 M40d 48V,Automatik,Diesel
10193,45,18344.0,36.0,493.31,30.0,1.0,116.0,Skoda,"Karoq Soleil TDI DSG ,LED,Smartlink,SHZ.1.Bes.",Automatik,Diesel
10194,9,14691.0,48.0,1147.1,138.0,6.0,204.0,Audi,A5 Sportback 40 TDI quattro S line,Automatik,Diesel
10195,5,25.0,48.0,382.8,152.0,7.0,95.0,Skoda,Kamiq ŠKODA Ambition TSI,Manuelle Schaltung,Benzin
10196,4,15000.0,48.0,547.99,152.0,7.0,150.0,Cupra,Formentor 1.5 TSI DSG ACT,Automatik,Benzin
10197,4,1.0,48.0,396.17,135.0,6.0,95.0,Seat,Arona FR Austria 1.0 TSI,Manuelle Schaltung,Benzin
10198,4,5000.0,48.0,792.32,152.0,7.0,122.0,Volkswagen,Passat VW Variant Business TDI DSG,Automatik,Diesel
10199,12,18000.0,48.0,509.42,31.0,1.0,150.0,Cupra,Formentor Alpha 1.5 TSI ACT,Manuelle Schaltung,Benzin
10200,14,26000.0,48.0,282.04,155.0,7.0,95.0,Seat,Ibiza FR Austria 1.0 TSI,Manuelle Schaltung,Benzin
10201,12,9400.0,48.0,420.36,155.0,7.0,110.0,Volkswagen,Taigo VW Life TSI,Manuelle Schaltung,Benzin
10202,64,59172.0,36.0,384.95,152.0,6.0,116.0,Volkswagen,T-Roc VW Design TSI,Manuelle Schaltung,Benzin
10203,26,21500.0,36.0,1204.35,146.0,6.0,220.0,BMW,X1 xDrive25e PHEV M-Paket,Automatik,Hybrid
10204,16,10700.0,48.0,290.77,149.0,6.0,80.0,Volkswagen,Polo VW,Manuelle Schaltung,Benzin
10205,12,18000.0,48.0,509.42,137.0,6.0,150.0,Cupra,Formentor Alpha 1.5 TSI ACT,Manuelle Schaltung,Benzin
10206,9,10995.0,48.0,361.04,195.0,9.0,95.0,Volkswagen,T-Cross VW Life TSI,Manuelle Schaltung,Benzin
10207,15,48000.0,48.0,437.41,125.0,6.0,110.0,Seat,Leon SP Kombi FR 1.0 TSI,Manuelle Schaltung,Hybrid
10208,40,30087.0,48.0,645.13,125.0,6.0,300.0,Cupra,Ateca 2.0 TSI DSG 4Drive,Automatik,Benzin
10209,9,1100.0,48.0,1163.98,151.0,7.0,204.0,Audi,A5 Cabriolet 40 TFSI S line,Automatik,Benzin
10210,4,10.0,48.0,1013.93,106.0,5.0,200.0,Skoda,Kodiaq ŠKODA 4x4 SPORTLINE TDI DSG,Automatik,Diesel
10211,6,10.0,48.0,448.01,154.0,7.0,116.0,Volkswagen,Golf VW Life TDI,Manuelle Schaltung,Diesel
10212,9,1100.0,48.0,1163.98,126.0,6.0,204.0,Audi,A5 Cabriolet 40 TFSI S line,Automatik,Benzin
10213,4,10.0,48.0,1013.93,175.0,8.0,200.0,Skoda,Kodiaq ŠKODA 4x4 SPORTLINE TDI DSG,Automatik,Diesel
10214,6,10.0,48.0,448.01,123.0,6.0,116.0,Volkswagen,Golf VW Life TDI,Manuelle Schaltung,Diesel
10215,39,33000.0,48.0,266.52,129.0,5.0,116.0,Seat,Leon Reference TSI,Manuelle Schaltung,Benzin
10216,52,118849.0,48.0,397.46,34.0,2.0,136.0,Opel,"Insignia ST 1.6 CDTI OPC-Line LED,Navi,AGR",Manuelle Schaltung,Diesel
10217,51,109005.0,48.0,386.03,151.0,7.0,150.0,Skoda,Octavia ŠKODA Combi Style Limited TDI DSG,Automatik,Diesel
10218,14,26000.0,48.0,282.04,175.0,8.0,95.0,Seat,Ibiza FR Austria 1.0 TSI,Manuelle Schaltung,Benzin
10219,12,9400.0,48.0,420.36,158.0,6.0,110.0,Volkswagen,Taigo VW Life TSI,Manuelle Schaltung,Benzin
10220,64,97435.0,36.0,583.26,131.0,6.0,150.0,Seat,Alhambra Executive Plus TDI 4Drive,Manuelle Schaltung,Diesel
10221,16,10700.0,48.0,290.77,124.0,6.0,80.0,Volkswagen,Polo VW,Manuelle Schaltung,Benzin
10222,12,18000.0,48.0,509.42,136.0,4.0,150.0,Cupra,Formentor Alpha 1.5 TSI ACT,Manuelle Schaltung,Benzin
10223,9,10995.0,48.0,361.04,130.0,6.0,95.0,Volkswagen,T-Cross VW Life TSI,Manuelle Schaltung,Benzin
10224,27,23000.0,36.0,1040.42,139.0,5.0,220.0,BMW,X1 xDrive25e PHEV,Automatik,Hybrid
10225,43,36500.0,48.0,630.64,41.0,2.0,300.0,Cupra,Ateca 2.0 TSI DSG 4Drive,Automatik,Benzin
10226,11,38000.0,48.0,511.87,118.0,5.0,150.0,Seat,Ateca FR 1.5 TSI ACT DSG,Automatik,Benzin
10227,16,30.0,48.0,371.02,131.0,6.0,95.0,Volkswagen,"Taigo 1,0 TSI Life",Manuelle Schaltung,Benzin
10228,12,16500.0,36.0,1187.75,116.0,4.0,179.0,Citroën,C5 X X Shine Edition Hybrid 225 e-EAT8,Automatik,Benzin
10229,6,4500.0,48.0,631.43,156.0,7.0,150.0,Audi,Q3 35 TFSI intense,Automatik,Benzin
10230,4,10.0,48.0,417.71,130.0,5.0,95.0,Volkswagen,Taigo VW Life TSI,Manuelle Schaltung,Benzin
10231,11,6780.0,48.0,680.48,140.0,6.0,190.0,Cupra,Formentor 2.0 TSI DSG 4Drive,Automatik,Benzin
10232,27,23000.0,36.0,1040.42,155.0,7.0,220.0,BMW,X1 xDrive25e PHEV,Automatik,Hybrid
10233,9,15000.0,48.0,288.98,156.0,7.0,95.0,Seat,Arona Austria Edition 1.0 TSI,Manuelle Schaltung,Benzin
10234,43,36500.0,48.0,630.64,154.0,7.0,300.0,Cupra,Ateca 2.0 TSI DSG 4Drive,Automatik,Benzin
10235,11,6780.0,48.0,680.48,167.0,6.0,190.0,Cupra,Formentor 2.0 TSI DSG 4Drive,Automatik,Benzin
10236,27,23000.0,36.0,1040.42,161.0,7.0,220.0,BMW,X1 xDrive25e PHEV,Automatik,Hybrid
10237,9,15000.0,48.0,288.98,119.0,6.0,95.0,Seat,Arona Austria Edition 1.0 TSI,Manuelle Schaltung,Benzin
10238,43,36500.0,48.0,630.64,139.0,6.0,300.0,Cupra,Ateca 2.0 TSI DSG 4Drive,Automatik,Benzin
10239,11,38000.0,48.0,511.87,140.0,5.0,150.0,Seat,Ateca FR 1.5 TSI ACT DSG,Automatik,Benzin
10240,4,5000.0,48.0,489.77,118.0,5.0,150.0,Seat,Ateca Style 1.5 TSI ACT DSG,Automatik,Benzin
10241,26,40000.0,48.0,763.66,140.0,6.0,300.0,Cupra,Ateca 2.0 TSI DSG 4Drive,Automatik,Benzin
10242,12,7100.0,48.0,379.73,124.0,6.0,95.0,Skoda,Scala ŠKODA Ambition TSI,Manuelle Schaltung,Benzin
10243,66,45331.0,36.0,445.44,140.0,6.0,125.0,Volkswagen,Tiguan VW TSI,Manuelle Schaltung,Benzin
10244,7,24000.0,48.0,733.42,124.0,6.0,150.0,Seat,Tarraco FR eHYBRID 245 DSG,Automatik,Hybrid
10245,15,8478.0,48.0,459.96,117.0,5.0,110.0,Audi,A1 Sportback 30 TFSI intense,Automatik,Benzin
10246,8,9350.0,48.0,843.41,132.0,5.0,200.0,Skoda,Octavia ŠKODA Combi 4x4 RS TDI DSG,Automatik,Diesel
10247,6,15000.0,48.0,335.41,126.0,6.0,90.0,Seat,Leon SP Kombi Reference 1.0 TSI,Manuelle Schaltung,Benzin
10248,21,26900.0,48.0,436.88,115.0,5.0,110.0,Skoda,Kamiq ŠKODA Ambition TSI DSG,Automatik,Benzin
10249,6,3000.0,48.0,384.14,124.0,5.0,95.0,Audi,A1 Sportback 25 TFSI intense,Manuelle Schaltung,Benzin
10250,43,36800.0,48.0,652.69,120.0,5.0,190.0,Seat,Tarraco Xcellence 2.0 TSI DSG 4Drive,Automatik,Benzin
10251,4,9.0,48.0,385.09,151.0,7.0,95.0,Volkswagen,Polo VW R-Line TSI,Manuelle Schaltung,Benzin
10252,5,5417.0,48.0,421.02,169.0,6.0,95.0,Skoda,Kamiq ŠKODA MONTE CARLO TSI,Manuelle Schaltung,Benzin
10253,4,8.0,48.0,401.02,229.0,9.0,95.0,Volkswagen,T-Cross VW Life TSI,Manuelle Schaltung,Benzin
10254,4,201.0,48.0,722.52,152.0,6.0,190.0,Seat,Ateca FR 2.0 TSI DSG 4Drive,Automatik,Benzin
10255,4,5000.0,48.0,596.28,151.0,7.0,150.0,Cupra,Formentor 1.5 TSI DSG ACT,Automatik,Benzin
10256,9,1000.0,48.0,287.53,142.0,6.0,60.0,Skoda,Fabia ŠKODA Combi Active SC,Manuelle Schaltung,Benzin
10257,75,99626.0,24.0,347.98,151.0,7.0,86.0,Seat,Leon Executive TSI,Manuelle Schaltung,Benzin
10258,77,117000.0,24.0,726.59,121.0,5.0,150.0,Volkswagen,Passat VW Variant Highline TDI DSG,Automatik,Diesel
10259,4,201.0,48.0,383.88,140.0,6.0,95.0,Volkswagen,Taigo VW Life TSI,Manuelle Schaltung,Benzin
10260,7,12428.0,48.0,444.96,127.0,6.0,95.0,Volkswagen,T-Cross VW Life TSI,Manuelle Schaltung,Benzin
10261,54,85600.0,48.0,404.75,153.0,7.0,116.0,Volkswagen,Touran VW Comfortline TDI SCR DSG 5-Sitzer,Automatik,Diesel
10262,11,0.0,48.0,775.93,151.0,7.0,150.0,Audi,Q3 35 TDI quattro intense,Automatik,Diesel
10263,40,22670.0,36.0,647.78,151.0,7.0,136.0,BMW,218 d Active Tourer Advantage,Manuelle Schaltung,Diesel
10264,11,22288.0,48.0,824.82,151.0,7.0,200.0,Seat,Tarraco FR 2.0 TDI DSG 4Drive,Automatik,Diesel
10265,4,8.0,48.0,401.02,151.0,7.0,95.0,Volkswagen,T-Cross VW Life TSI,Manuelle Schaltung,Benzin
10266,4,201.0,48.0,722.52,151.0,7.0,190.0,Seat,Ateca FR 2.0 TSI DSG 4Drive,Automatik,Benzin
10267,9,1000.0,48.0,287.53,151.0,7.0,60.0,Skoda,Fabia ŠKODA Combi Active SC,Manuelle Schaltung,Benzin
10268,75,99626.0,24.0,347.98,146.0,7.0,86.0,Seat,Leon Executive TSI,Manuelle Schaltung,Benzin
10269,77,117000.0,24.0,726.59,,,150.0,Volkswagen,Passat VW Variant Highline TDI DSG,Automatik,Diesel
10270,13,12300.0,48.0,1147.1,142.0,6.0,204.0,Audi,Q5 Sportback 40 TDI quattro S line,Automatik,Diesel
10271,7,15000.0,48.0,288.98,151.0,7.0,95.0,Seat,Arona Austria Edition 1.0 TSI,Manuelle Schaltung,Benzin
10272,8,9358.0,48.0,577.27,132.0,5.0,110.0,Audi,A3 Sportback 30 TFSI S line exterieur,Manuelle Schaltung,Benzin
10273,12,4492.0,48.0,387.18,116.0,5.0,95.0,Seat,Arona FR Austria 1.0 TSI,Manuelle Schaltung,Benzin
10274,4,1.0,48.0,437.87,125.0,5.0,95.0,Audi,A1 allstreet 25 TFSI intense,Manuelle Schaltung,Benzin
10275,15,8478.0,48.0,459.96,147.0,7.0,110.0,Audi,A1 Sportback 30 TFSI intense,Automatik,Benzin
10276,11,3500.0,48.0,927.1,195.0,9.0,200.0,Volkswagen,Tiguan VW R-Line TDI 4MOTION DSG,Automatik,Diesel
10277,8,9350.0,48.0,843.41,177.0,6.0,200.0,Skoda,Octavia ŠKODA Combi 4x4 RS TDI DSG,Automatik,Diesel
10278,5,5417.0,48.0,421.02,348.0,15.0,95.0,Skoda,Kamiq ŠKODA MONTE CARLO TSI,Manuelle Schaltung,Benzin
10279,6,2421.0,48.0,401.88,126.0,6.0,110.0,Seat,Ibiza FR Austria 1.0 TSI DSG,Automatik,Benzin
10280,4,3101.0,48.0,385.66,39.0,2.0,95.0,Volkswagen,T-Cross VW Life TSI,Manuelle Schaltung,Benzin
10281,4,201.0,48.0,319.52,127.0,6.0,95.0,Volkswagen,Polo VW TSI,Manuelle Schaltung,Benzin
10282,6,40000.0,48.0,677.78,118.0,4.0,150.0,Seat,Tarraco FR eHYBRID 245 DSG,Automatik,Hybrid
10283,13,20000.0,48.0,814.48,133.0,6.0,300.0,Cupra,Ateca 2.0 TSI DSG 4Drive,Automatik,Benzin
10284,5,1.0,48.0,797.71,115.0,5.0,150.0,Skoda,Superb ŠKODA Combi Style TDI DSG,Automatik,Diesel
10285,4,5000.0,48.0,477.65,137.0,6.0,131.0,Seat,Leon FR 1.5 TSI ACT,Manuelle Schaltung,Benzin
10286,4,15000.0,48.0,545.74,122.0,5.0,150.0,Cupra,Formentor 1.5 TSI DSG ACT,Automatik,Benzin
10287,12,10.0,48.0,440.18,154.0,7.0,95.0,Volkswagen,T-Cross VW Life TSI,Manuelle Schaltung,Benzin
10288,2,201.0,48.0,382.58,117.0,5.0,95.0,Volkswagen,T-Cross VW Life TSI,Manuelle Schaltung,Benzin
10289,4,1.0,48.0,309.11,117.0,5.0,80.0,Volkswagen,Polo VW,Manuelle Schaltung,Benzin
10290,50,135173.0,48.0,362.57,118.0,4.0,150.0,Skoda,Octavia ŠKODA Combi Style TDI DSG,Automatik,Diesel
10291,52,57909.0,48.0,242.28,137.0,5.0,86.0,Seat,Leon Kombi Reference TSI,Manuelle Schaltung,Benzin
10292,31,43620.0,48.0,604.6,175.0,7.0,204.0,Audi,A4 Limousine 40 TDI S line quattro,Automatik,Diesel
10293,35,39941.0,48.0,299.72,157.0,7.0,125.0,Ford,"Focus Traveller 1.0 ECO LED,Navi,WSS+SHZ",Manuelle Schaltung,Benzin
10294,0,15.0,48.0,423.18,123.0,5.0,120.0,Hyundai,"i30 CW 1,0 T-GDI GO Plus!",Manuelle Schaltung,Benzin
10295,3,25.0,48.0,904.15,231.0,10.0,150.0,Skoda,Kodiaq ŠKODA 4x4 SPORTLINE TDI DSG,Automatik,Diesel
10296,0,15.0,48.0,414.94,120.0,5.0,120.0,Hyundai,"i30 1,0 T-GDI GO Plus!",Manuelle Schaltung,Benzin
10297,29,20020.0,48.0,374.9,158.0,6.0,125.0,Ford,"Puma 1,0 EcoBoost Hybrid ST-Line",Manuelle Schaltung,Benzin
10298,0,15.0,48.0,429.01,157.0,6.0,120.0,Hyundai,"i30 CW 1,0 T-GDI GO Plus!",Manuelle Schaltung,Benzin
10299,2,0.0,48.0,755.81,176.0,8.0,150.0,Audi,Q3 Sportback 35 TDI,Manuelle Schaltung,Diesel
10300,22,27500.0,48.0,592.66,176.0,8.0,220.0,BMW,X1 xDrive25e PHEV M-Paket,Automatik,Hybrid
10301,4,1.0,48.0,512.39,178.0,7.0,116.0,Skoda,Octavia ŠKODA Combi Style TDI,Manuelle Schaltung,Diesel
10302,8,2491.0,48.0,452.18,159.0,7.0,110.0,Opel,Crossland X Crossland 1.2 Turbo Business FLA LED S,Manuelle Schaltung,Benzin
10303,23,57424.0,48.0,556.6,136.0,5.0,136.0,Audi,A4 Avant 30 TDI advanced,Automatik,Diesel
10304,3,1.0,48.0,514.3,147.0,6.0,110.0,Audi,A3 Sportback 30 TFSI intense,Automatik,Benzin
10305,3,1.0,48.0,576.74,222.0,9.0,110.0,Volkswagen,T-Roc VW Cabriolet Style TSI,Manuelle Schaltung,Benzin
10306,3,1000.0,48.0,421.56,198.0,9.0,110.0,Skoda,Kamiq ŠKODA Active TSI,Manuelle Schaltung,Benzin
10307,50,103693.0,48.0,379.44,126.0,6.0,150.0,Skoda,Octavia ŠKODA Combi Style TDI DSG,Automatik,Diesel
10308,3,1.0,48.0,330.97,113.0,4.0,95.0,Seat,Ibiza FR Austria 1.0 TSI,Manuelle Schaltung,Benzin
10309,47,42932.0,48.0,404.75,131.0,6.0,116.0,Volkswagen,T-Roc VW Design TDI,Manuelle Schaltung,Diesel
10310,29,49638.0,48.0,437.7,104.0,4.0,116.0,Audi,A3 Sportback 30 TDI advanced ext.,Manuelle Schaltung,Diesel
10311,2,201.0,48.0,574.24,142.0,6.0,150.0,Skoda,Karoq ŠKODA Style TSI DSG ACT,Automatik,Benzin
10312,2,201.0,48.0,423.9,158.0,6.0,110.0,Seat,Arona FR Austria 1.0 TSI,Manuelle Schaltung,Benzin
10313,4,5000.0,48.0,799.12,155.0,6.0,150.0,Seat,Tarraco FR eHYBRID 245 DSG,Automatik,Hybrid
10314,2,201.0,48.0,789.53,127.0,6.0,150.0,Cupra,Formentor VZ e-HYBRID DSG,Automatik,Hybrid
10315,6,5000.0,48.0,773.7,146.0,6.0,150.0,Seat,Tarraco FR eHYBRID 245 DSG,Automatik,Hybrid
10316,7,5000.0,48.0,741.72,0.0,4.0,150.0,Seat,Tarraco FR eHYBRID 245 DSG,Automatik,Hybrid
10317,6,1000.0,48.0,780.08,144.0,6.0,150.0,Seat,Tarraco FR eHYBRID 245 DSG,Automatik,Hybrid
10318,6,15000.0,48.0,733.42,125.0,5.0,150.0,Seat,Tarraco FR eHYBRID 245 DSG,Automatik,Hybrid
10319,2,15000.0,48.0,317.4,121.0,5.0,90.0,Seat,Leon Reference 1.0 TSI,Manuelle Schaltung,Benzin
